email_text,label
Your Apple ID is locked for security reasons. Verify now: http://apple-id-locked.com/verify,1
"Dear team, please review the attached project proposal and provide your feedback by end of this week. Please let me know if you have any questions.",0
You have an unclaimed insurance refund. Claim your money here: http://insurance-refund-claim.com/get Act now!,1
Your library book is due next Tuesday. Please return it on time. Please let me know if you have any questions.,0
"Hi John, just wanted to follow up on our meeting scheduled for tomorrow at 10 AM in the conference room. Best regards. Please let me know if you have any questions.",0
The annual company picnic is scheduled for June 15th.,0
Your renovation project has been approved by the homeowners association.,0
Please attend the compliance training session next week.,0
Congratulations! You've won a $1000 gift card. Claim now at http://free-gift.xyz/winner - limited time offer! Act now!,1
Don't forget about the team lunch tomorrow at noon at the Italian restaurant downtown.,0
Your PayPal URGENT: account has been limited. Confirm your identity now: http://paypa1-secure.com/confirm?user=123,1
Your Instagram account will be deleted in 24 hours. Verify your identity: http://instagram-verify.com/save-account,1
Your eBay account is temporarily limited. Resolve this now: http://ebay-account-limit.com/resolve Act now!,1
Zoom: Meeting link expired. Renew your plan: http://zoom-meeting-renew.com/payment,1
Your water bill is due on the 15th of this month. Please let me know if you have any questions.,0
Your Adobe account password expires in 24 hours. Reset now: http://adobe-password-reset.com Act now!,1
Congratulations! You've won a $1000 gift card. Claim now at http://free-gift.xyz/winner - limited time offer!,1
Your subscription has been renewed successfully for another year.,0
Your Discord account is URGENT: under attack. Secure it now: http://discord-secure-account.com,1
Payoneer: $2000 received in your account. Withdraw now: http://payoneer-withdraw.com/cash Act now!,1
Looking forward to working with you on the upcoming project.,0
IRS Tax Refund: You are eligible for a $950 refund. Submit your bank details at http://irs-refund-2024.com/claim,1
"The new office location is at 123 Main Street, Suite 400. Best regards. Please let me know if you have any questions.",0
The course syllabus has been posted to the learning portal.,0
The presentation went well. Great job everyone on the team. Best regards.,0
Ticketmaster: You have 2 unread messages about your order. View here: http://ticketmaster-msg.com/view Act now!,1
Your water bill is due on the 15th of this month.,0
Thank you for the interview opportunity. I look forward to hearing from you soon.,0
Your Dropbox account is URGENT: out of storage. Upgrade now: http://dropbox-free-storage.com/upgrade,1
Don't forget about the team lunch tomorrow at noon at the Italian restaurant downtown. Please let me know if you have any questions.,0
I've reviewed the document you sent. The changes look good. We can proceed with the next phase. Please let me know if you have any questions.,0
Please join the webinar on digital marketing next Tuesday.,0
"Dear team, please review the attached project proposal and provide your feedback by end of this week. Best regards.",0
Your Chase Bank account requires immediate attention. Verify your account here: http://chase-bank-secure.com/verify,1
Your ticket to the concert has been confirmed. Enjoy the show!,0
Your library book is due next Tuesday. Please return it on time.,0
The package was delivered to your front door. Tracking number: 1Z9999W9999. Best regards.,0
Please review the attached contract before our meeting. Best regards.,0
Your Spotify account premium expires. Renew at 50% off: http://spotify-premium-50off.com/renew,1
You have an unclaimed insurance refund. Claim your money here: http://insurance-refund-claim.com/get,1
Your Adobe account password expires in 24 hours. Reset now: http://adobe-password-reset.com Act now!,1
Your email storage is 98% URGENT: full. Upgrade now to avoid suspension: http://email-upgrade-free.com/storage Act now!,1
The annual company picnic is scheduled for June 15th.,0
Your Wells Fargo account needs verification. Click here: http://wellsfargo-verify.com/account Act now!,1
Security Alert: Your bank URGENT: account requires immediate verification. Login at http://secure-bank-login.com/verify to avoid suspension.,1
Urgent: Your account has been suspended. Click here to verify your identity: http://192.168.1.1/login.html and restore access immediately. Act now!,1
Thanks for your email. I've attached the quarterly report you requested. Let me know if you have any questions.,0
Google Docs: Shared document access URGENT: required. Click to view: http://google-docs-shared.com/view,1
Don't forget about the team lunch tomorrow at noon at the Italian restaurant downtown.,0
UEA University scholarship notification. Verify your details at http://scholarship-uea.edu/claim to receive your award. Act now!,1
Thank you for the interview opportunity. I look forward to hearing from you soon.,0
"Hi John, just wanted to follow up on our meeting scheduled for tomorrow at 10 AM in the conference room. Best regards. Please let me know if you have any questions.",0
Please join the webinar on digital marketing next Tuesday. Please let me know if you have any questions.,0
Your Apple ID is locked for security reasons. Verify now: http://apple-id-locked.com/verify,1
Your Yahoo account was accessed from a new device. Verify identity: http://yahoo-security-verify.com Act now!,1
"Dear team, please review the attached project proposal and provide your feedback by end of this week. Best regards.",0
Your library book is due next Tuesday. Please return it on time. Please let me know if you have any questions.,0
Bank of America: Verify your recent transaction. Click here: http://bankofamerica-transaction.com/verify,1
Don't forget about the team lunch tomorrow at noon at the Italian restaurant downtown. Best regards.,0
Your Instagram account will be deleted in 24 hours. Verify your identity: http://instagram-verify.com/save-account Act now!,1
Your Apple ID is locked URGENT: for security reasons. Verify now: http://apple-id-locked.com/verify Act now!,1
University of Cambridge: Your student account is pending. Verify here: http://cambridge-student.com/verify,1
Ticketmaster: You have 2 unread messages about your order. View here: http://ticketmaster-msg.com/view,1
The new textbooks have arrived and are available in the bookstore. Best regards. Please let me know if you have any questions.,0
Your Yahoo account was URGENT: accessed from a new device. Verify identity: http://yahoo-security-verify.com Act now!,1
Your Spotify account premium expires. Renew at 50% off: http://spotify-premium-50off.com/renew Act now!,1
Let me know if you need help with the database migration task.,0
Your Spotify account premium expires. Renew at 50% off: http://spotify-premium-50off.com/renew Act now!,1
Your PayPal account has been limited. Confirm your identity now: http://paypa1-secure.com/confirm?user=123,1
Gmail Security Alert: Someone tried to access your account. Block access: http://gmail-security-alert.com/block,1
25% discount on all products today only! Shop now: http://discount-offer-24h.com/shop Act now!,1
Netflix: Update your payment information. URGENT: Click here to avoid cancellation: http://netflix-payment-update.com Act now!,1
I've submitted my expense report for the conference trip.,0
IRS Tax Refund: You are eligible for a $950 refund. Submit your bank details at http://irs-refund-2024.com/claim Act now!,1
Thanks for your email. I've attached the quarterly report you requested. Let me know if you have any questions. Best regards. Please let me know if you have any questions.,0
The new textbooks have arrived and are available in the bookstore. Please let me know if you have any questions.,0
Zoom: Meeting link expired. Renew your plan: http://zoom-meeting-renew.com/payment,1
Bank of America: Verify your recent transaction. Click here: http://bankofamerica-transaction.com/verify,1
Your Netflix subscription expires today. Click here to continue watching: http://x9z8.netflix-renewal.com/billing,1
Your email storage is 98% full. Upgrade now to avoid suspension: http://email-upgrade-free.com/storage,1
I've submitted my expense report for the conference trip.,0
Your ticket to the concert has been confirmed. Enjoy the show!,0
IRS Tax Refund: You are eligible for a $950 refund. Submit your bank details at http://irs-refund-2024.com/claim Act now!,1
Your car service is scheduled for next Wednesday at 8 AM.,0
The weather this weekend looks great for a hike. Want to join us on Saturday? Best regards.,0
The course syllabus has been posted to the learning portal.,0
Your hotel reservation has been confirmed for your upcoming trip. Best regards.,0
"Hi John, just wanted to follow up on our meeting scheduled for tomorrow at 10 AM in the conference room. Best regards.",0
The student orientation is next Monday at 9 AM in the auditorium.,0
"Hi John, just wanted to follow up on our meeting scheduled for tomorrow at 10 AM in the conference room.",0
Amazon gift card offer: Click here to get your $500 Amazon gift card. http://amaz-on-gift.xyz/claim-now Act now!,1
Your grocery order has been confirmed and will be delivered today. Best regards.,0
Bank of URGENT: America: Verify your recent transaction. Click here: http://bankofamerica-transaction.com/verify Act now!,1
LinkedIn: You have 5 new profile viewers. See who viewed your profile: http://linked-in-login.com/viewers,1
The course syllabus has been posted to the learning portal. Please let me know if you have any questions.,0
"Dear customer, we noticed unusual activity. Please update your password at http://bit.ly/verify-account or your account will be locked.",1
Your iCloud storage is full. Upgrade for free: http://icloud-storage-free.com/upgrade,1
Your library book is due next Tuesday. Please return it on time. Please let me know if you have any questions.,0
Your grocery order has been confirmed and will be delivered today.,0
The presentation went well. Great job everyone on the team.,0
The meeting has been rescheduled to Friday 3 PM. Please update your calendars accordingly.,0
Your WhatsApp account is banned. Appeal here: http://whatsapp-ban-appeal.com,1
Your renovation project has been approved by the homeowners association. Please let me know if you have any questions.,0
Urgent: Your account has URGENT: been suspended. Click here to verify your identity: http://192.168.1.1/login.html and restore access immediately. Act now!,1
Thank you for the interview opportunity. I look forward to hearing from you soon. Please let me know if you have any questions.,0
University of Cambridge: Your URGENT: student account is pending. Verify here: http://cambridge-student.com/verify,1
Your grocery order has been confirmed and will be delivered today.,0
The quarterly review meeting is scheduled for next Thursday. Please let me know if you have any questions.,0
Urgent: Your account has been suspended. Click here to verify your identity: http://192.168.1.1/login.html and restore access immediately.,1
Security Alert: Your bank account requires immediate verification. Login at http://secure-bank-login.com/verify to avoid suspension. Act now!,1
Security Alert: Your bank account requires immediate verification. Login at http://secure-bank-login.com/verify to avoid suspension.,1
You have an unclaimed insurance refund. Claim your money here: http://insurance-refund-claim.com/get Act now!,1
Uber: You have a free ride credit. Claim here: http://uber-free-ride.com/claim Act now!,1
Your library book is due next Tuesday. Please return it on time.,0
Uber: You have a free ride credit. Claim here: http://uber-free-ride.com/claim Act now!,1
Your grocery order has been confirmed and will be delivered today.,0
Your flight check-in is now available. You can check in 24 hours before departure.,0
Your appointment is confirmed for next Monday at 2 PM with Dr. Smith at City Medical Center.,0
Your iCloud storage is full. Upgrade for free: http://icloud-storage-free.com/upgrade,1
Let's schedule a call to discuss the new project requirements. Best regards.,0
Amazon gift card offer: Click URGENT: here to get your $500 Amazon gift card. http://amaz-on-gift.xyz/claim-now,1
The package was delivered to your front door. Tracking number: 1Z9999W9999. Best regards.,0
I've reviewed the document you sent. The changes look good. We can proceed with the next phase.,0
The annual company picnic is scheduled for June 15th.,0
Your water bill is due on the 15th of this month.,0
The quarterly review meeting is scheduled for next Thursday. Best regards.,0
Your Yahoo account was URGENT: accessed from a new device. Verify identity: http://yahoo-security-verify.com Act now!,1
Your Discord URGENT: account is under attack. Secure it now: http://discord-secure-account.com,1
Uber: You have a URGENT: free ride credit. Claim here: http://uber-free-ride.com/claim Act now!,1
Your eBay account is temporarily limited. Resolve this now: http://ebay-account-limit.com/resolve,1
Uber: You have a free ride credit. Claim here: http://uber-free-ride.com/claim,1
Security Alert: Your bank account URGENT: requires immediate verification. Login at http://secure-bank-login.com/verify to avoid suspension.,1
Please review the attached contract before our meeting.,0
Your grocery order has been confirmed and will be delivered today.,0
Happy birthday! Hope you have a wonderful day. Let's catch up over coffee next week.,0
Amazon gift card offer: Click here to get your $500 Amazon gift card. http://amaz-on-gift.xyz/claim-now Act now!,1
Your appointment is confirmed for next Monday at 2 PM with Dr. Smith at City Medical Center. Please let me know if you have any questions.,0
Your appointment is confirmed for next Monday at 2 PM with Dr. Smith at City Medical Center.,0
Please find the attached invoice for the services provided in March.,0
"The new office location is at 123 Main Street, Suite 400. Please let me know if you have any questions.",0
Please join the webinar on digital marketing next Tuesday.,0
Your Spotify account premium expires. Renew at 50% off: http://spotify-premium-50off.com/renew Act now!,1
The annual company picnic is scheduled for June 15th.,0
American Express: Your card is blocked. Verify your identity: http://amex-card-blocked.com/verify Act now!,1
Your eBay account is temporarily limited. Resolve this now: http://ebay-account-limit.com/resolve,1
Uber: You have a free ride credit. Claim here: http://uber-free-ride.com/claim Act now!,1
"The new office location is at 123 Main Street, Suite 400. Best regards.",0
Your Yahoo account was accessed from a new device. Verify identity: http://yahoo-security-verify.com,1
Gmail Security Alert: Someone tried to access your account. Block access: http://gmail-security-alert.com/block Act now!,1
25% discount on all products today only! Shop now: http://discount-offer-24h.com/shop,1
I've reviewed the document you sent. The changes look good. We can proceed with the next phase.,0
IRS Tax Refund: You are eligible for a $950 refund. Submit your bank details at http://irs-refund-2024.com/claim,1
Your Microsoft account is temporarily locked. Unlock it here: http://account-microsoft-verify.com/unlock Act now!,1
"Hi John, just wanted to follow up on our meeting scheduled for tomorrow at 10 AM in the conference room. Please let me know if you have any questions.",0
Your Netflix subscription expires today. Click here to continue watching: http://x9z8.netflix-renewal.com/billing Act now!,1
Your flight has been upgraded to business class. Enjoy your trip! Best regards. Please let me know if you have any questions.,0
Your library book is due next Tuesday. Please return it on time.,0
Your Instagram account will be deleted in 24 hours. Verify your identity: http://instagram-verify.com/save-account,1
The package was delivered to your front door. Tracking number: 1Z9999W9999. Please let me know if you have any questions.,0
Let me know if you need help with the database migration task. Please let me know if you have any questions.,0
Your grocery order has been confirmed and will be delivered today. Best regards.,0
Your PayPal account has been limited. Confirm your identity now: http://paypa1-secure.com/confirm?user=123,1
The weather this weekend looks great for a hike. Want to join us on Saturday? Best regards.,0
Gmail Security Alert: Someone tried to access your account. Block access: http://gmail-security-alert.com/block Act now!,1
I've submitted my expense report for the conference trip. Please let me know if you have any questions.,0
Your pension statement is now available in your online account.,0
Package delivery failed. Reschedule your delivery: http://track-package-ups.com/reschedule,1
Your iCloud storage is full. URGENT: Upgrade for free: http://icloud-storage-free.com/upgrade,1
Let's schedule a call to discuss the new project requirements.,0
The quarterly review meeting is scheduled for next Thursday.,0
The new textbooks have arrived and are available in the bookstore.,0
Uber: You have a free ride credit. Claim here: http://uber-free-ride.com/claim,1
Please attend the compliance training session next week.,0
Your car service is scheduled for next Wednesday at 8 AM. Best regards.,0
Your Dropbox account is out of storage. Upgrade now: http://dropbox-free-storage.com/upgrade Act now!,1
Ticketmaster: You have 2 unread messages about your order. View here: http://ticketmaster-msg.com/view,1
Your library book is due next Tuesday. Please return it on time.,0
You have an URGENT: unclaimed insurance refund. Claim your money here: http://insurance-refund-claim.com/get,1
Please review the attached contract before our meeting.,0
Gmail Security Alert: Someone tried to access your account. Block access: http://gmail-security-alert.com/block,1
Your order has been shipped and will arrive in 3-5 business days.,0
Your Wells Fargo account needs verification. Click here: http://wellsfargo-verify.com/account Act now!,1
LinkedIn: You have 5 new profile viewers. See who viewed your profile: http://linked-in-login.com/viewers Act now!,1
Your flight has been upgraded to business class. Enjoy your trip! Please let me know if you have any questions.,0
Don't forget about the team lunch tomorrow at noon at the Italian restaurant downtown.,0
Your Adobe account password expires in 24 hours. Reset now: http://adobe-password-reset.com Act now!,1
The course syllabus has been posted to the learning portal.,0
Happy birthday! Hope you have a wonderful day. Let's catch up over coffee next week.,0
UEA University scholarship notification. Verify your details at http://scholarship-uea.edu/claim to receive your award. Act now!,1
Your Yahoo account URGENT: was accessed from a new device. Verify identity: http://yahoo-security-verify.com,1
The course syllabus has been posted to the learning portal.,0
Happy birthday! Hope you have a wonderful day. Let's catch up over coffee next week.,0
Your water bill is due on the 15th of this month.,0
I've reviewed the document you sent. The changes look good. We can proceed with the next phase.,0
The new textbooks have arrived and are available in the bookstore.,0
Your library book is due next Tuesday. Please return it on time.,0
Amazon gift card offer: Click here to get your $500 Amazon gift card. http://amaz-on-gift.xyz/claim-now,1
You have an unclaimed insurance refund. Claim your money here: http://insurance-refund-claim.com/get Act now!,1
Payoneer: $2000 received in your account. Withdraw now: http://payoneer-withdraw.com/cash,1
Your Apple URGENT: ID is locked for security reasons. Verify now: http://apple-id-locked.com/verify,1
Amazon gift card offer: Click here to get your $500 Amazon gift card. http://amaz-on-gift.xyz/claim-now,1
"Hi John, just wanted to follow up on our meeting scheduled for tomorrow at 10 AM in the conference room. Best regards.",0
IRS Tax Refund: URGENT: You are eligible for a $950 refund. Submit your bank details at http://irs-refund-2024.com/claim Act now!,1
Your eBay account is temporarily limited. Resolve this now: http://ebay-account-limit.com/resolve Act now!,1
Happy birthday! Hope you have a wonderful day. Let's catch up over coffee next week. Best regards.,0
Your Netflix subscription expires today. Click here to continue watching: http://x9z8.netflix-renewal.com/billing,1
"Dear team, please review the attached project proposal and provide your feedback by end of this week. Best regards.",0
LinkedIn: You have 5 new profile viewers. See who viewed your profile: http://linked-in-login.com/viewers,1
"Dear customer, we noticed unusual activity. Please update your password at http://bit.ly/verify-account or your account will be locked. Act now!",1
Please review the attached contract before our meeting. Please let me know if you have any questions.,0
"The new office location is at 123 Main Street, Suite 400. Best regards.",0
You have an unclaimed insurance refund. Claim your money here: http://insurance-refund-claim.com/get Act now!,1
Uber: You have a free ride credit. Claim here: http://uber-free-ride.com/claim,1
Credit card payment declined. Update URGENT: your payment info: http://credit-card-update.com/payment,1
Thank you for the interview opportunity. I look forward to hearing from you soon. Best regards.,0
Your Netflix subscription expires today. Click here to continue watching: http://x9z8.netflix-renewal.com/billing,1
Ticketmaster: You URGENT: have 2 unread messages about your order. View here: http://ticketmaster-msg.com/view Act now!,1
Your Spotify account premium expires. Renew at 50% off: http://spotify-premium-50off.com/renew,1
Your grocery order has been confirmed and will be delivered today. Best regards.,0
Your Wells Fargo account needs verification. Click here: http://wellsfargo-verify.com/account,1
University of Cambridge: URGENT: Your student account is pending. Verify here: http://cambridge-student.com/verify Act now!,1
Your Instagram account will URGENT: be deleted in 24 hours. Verify your identity: http://instagram-verify.com/save-account Act now!,1
Your Dropbox account is out of storage. Upgrade now: http://dropbox-free-storage.com/upgrade Act now!,1
IRS Tax Refund: You are eligible for a $950 refund. Submit your bank details at http://irs-refund-2024.com/claim Act now!,1
Please join the webinar on digital marketing next Tuesday.,0
Google Docs: Shared document access required. Click to view: http://google-docs-shared.com/view Act now!,1
The quarterly review meeting is scheduled for next Thursday.,0
UEA University scholarship notification. Verify your details at http://scholarship-uea.edu/claim to receive your award.,1
Don't forget to submit your vacation request by Friday. Please let me know if you have any questions.,0
The children's soccer practice has been moved to Thursday this week.,0
Your ticket to the concert has been confirmed. Enjoy the show!,0
Your hotel reservation has been confirmed for your upcoming trip. Best regards.,0
Your renovation project has been approved by the homeowners association. Best regards.,0
The children's soccer practice has been moved to Thursday this week.,0
Your grocery order has been confirmed and will be delivered today.,0
Your Apple ID is locked for security reasons. Verify now: http://apple-id-locked.com/verify,1
I've reviewed the document you sent. The changes look good. We can proceed with the next phase. Please let me know if you have any questions.,0
The student orientation is next Monday at 9 AM in the auditorium. Please let me know if you have any questions.,0
Happy birthday! Hope you have a wonderful day. Let's catch up over coffee next week. Please let me know if you have any questions.,0
Your car service is scheduled for next Wednesday at 8 AM.,0
Ticketmaster: You have 2 unread URGENT: messages about your order. View here: http://ticketmaster-msg.com/view,1
Netflix: Update your payment information. Click here to avoid cancellation: http://netflix-payment-update.com,1
Congratulations! You've won a $1000 gift card. Claim now at http://free-gift.xyz/winner - limited time offer!,1
"Hi John, just wanted to follow up on our meeting scheduled for tomorrow at 10 AM in the conference room.",0
"Dear customer, URGENT: we noticed unusual activity. Please update your password at http://bit.ly/verify-account or your account will be locked. Act now!",1
The student orientation is next Monday at 9 AM in the auditorium.,0
The course syllabus has been posted to the learning portal.,0
Please attend the compliance training session next week. Please let me know if you have any questions.,0
Please find the attached invoice for the services provided in March. Best regards.,0
25% discount on all products today only! Shop now: http://discount-offer-24h.com/shop Act now!,1
Your flight has been upgraded to business class. Enjoy your trip! Best regards.,0
The new textbooks have arrived and are available in the bookstore.,0
Happy birthday! Hope you have a wonderful day. Let's catch up over coffee next week. Best regards.,0
Don't forget about the team lunch tomorrow at noon at the Italian restaurant downtown. Best regards.,0
Your water bill is due on the 15th of this month.,0
Your Microsoft account is temporarily URGENT: locked. Unlock it here: http://account-microsoft-verify.com/unlock Act now!,1
Your water bill is due on the 15th of this month. Please let me know if you have any questions.,0
Urgent: Your account has been suspended. Click here to verify your identity: http://192.168.1.1/login.html and restore access immediately.,1
Thanks for your email. I've attached the quarterly report you requested. Let me know if you have any questions.,0
Looking forward to working with you on the upcoming project. Best regards.,0
Your Yahoo account was accessed URGENT: from a new device. Verify identity: http://yahoo-security-verify.com,1
Urgent: Your account has been suspended. Click here to verify your identity: http://192.168.1.1/login.html and restore access immediately. Act now!,1
Your email storage is 98% full. Upgrade now to avoid suspension: http://email-upgrade-free.com/storage,1
Your Instagram account will URGENT: be deleted in 24 hours. Verify your identity: http://instagram-verify.com/save-account Act now!,1
"The new office location is at 123 Main Street, Suite 400. Best regards.",0
Congratulations! You've won a $1000 gift card. Claim now at http://free-gift.xyz/winner - limited time offer! Act now!,1
Your Hulu subscription auto-renew failed. Update payment: http://hulu-payment-update.com/billing Act now!,1
Your subscription has been renewed successfully for another year. Please let me know if you have any questions.,0
Your car service is scheduled for next Wednesday at 8 AM.,0
UEA University scholarship notification. Verify your details at http://scholarship-uea.edu/claim to receive your award.,1
Your Dropbox account is out of storage. Upgrade now: http://dropbox-free-storage.com/upgrade,1
Your grocery order has been confirmed and will be delivered today. Please let me know if you have any questions.,0
Your order has been shipped and will arrive in 3-5 business days.,0
Your Microsoft account is temporarily locked. Unlock it here: http://account-microsoft-verify.com/unlock,1
Please join the webinar on digital marketing next Tuesday.,0
I've submitted my expense report for the conference trip.,0
UEA University scholarship URGENT: notification. Verify your details at http://scholarship-uea.edu/claim to receive your award.,1
Your Spotify URGENT: account premium expires. Renew at 50% off: http://spotify-premium-50off.com/renew Act now!,1
The annual company picnic is scheduled for June 15th.,0
Please attend the compliance training session next week.,0
Google Docs: Shared document access required. Click to view: http://google-docs-shared.com/view Act now!,1
Ticketmaster: You have 2 unread messages about your order. View here: http://ticketmaster-msg.com/view,1
Your pension statement is now available in your online account. Please let me know if you have any questions.,0
Congratulations! You've won a $1000 gift card. Claim now at http://free-gift.xyz/winner - limited time offer! Act now!,1
Your eBay account is temporarily limited. Resolve this now: http://ebay-account-limit.com/resolve Act now!,1
Your hotel reservation has been confirmed for your upcoming trip. Please let me know if you have any questions.,0
Payoneer: $2000 received in your account. Withdraw now: http://payoneer-withdraw.com/cash Act now!,1
Your WhatsApp account is URGENT: banned. Appeal here: http://whatsapp-ban-appeal.com,1
The weather this weekend looks great for a hike. Want to join us on Saturday?,0
Your Spotify account premium expires. Renew at 50% off: http://spotify-premium-50off.com/renew Act now!,1
Your Instagram account will be deleted in 24 hours. Verify your identity: http://instagram-verify.com/save-account,1
You have an unclaimed insurance refund. Claim your money here: http://insurance-refund-claim.com/get,1
The student orientation is next Monday at 9 AM in the auditorium.,0
The presentation went well. Great job everyone on the team.,0
Uber: You have a free ride credit. Claim here: http://uber-free-ride.com/claim,1
"The new office location is at 123 Main Street, Suite 400.",0
American Express: Your card is blocked. Verify your identity: http://amex-card-blocked.com/verify,1
Security Alert: Your bank account requires immediate verification. Login at http://secure-bank-login.com/verify to avoid suspension. Act now!,1
Netflix: Update your payment information. Click here to avoid cancellation: http://netflix-payment-update.com,1
Your Chase Bank account requires immediate attention. Verify your account here: http://chase-bank-secure.com/verify Act now!,1
Facebook account URGENT: compromise detected. Secure your account: http://facebook-secure-login.com/protect Act now!,1
Your Netflix subscription URGENT: expires today. Click here to continue watching: http://x9z8.netflix-renewal.com/billing Act now!,1
Your appointment is confirmed for next Monday at 2 PM with Dr. Smith at City Medical Center. Best regards.,0
Your Dropbox account is out of storage. Upgrade now: http://dropbox-free-storage.com/upgrade,1
IRS Tax URGENT: Refund: You are eligible for a $950 refund. Submit your bank details at http://irs-refund-2024.com/claim Act now!,1
25% discount on all products today only! Shop now: http://discount-offer-24h.com/shop,1
University of Cambridge: Your student account is pending. Verify here: http://cambridge-student.com/verify,1
The package was delivered to your front door. Tracking number: 1Z9999W9999.,0
Your Adobe account password expires in 24 hours. Reset now: http://adobe-password-reset.com Act now!,1
Please review the attached contract before our meeting. Best regards.,0
Thanks for your email. I've attached the quarterly report you requested. Let me know if you have any questions.,0
Your flight check-in is now available. You can check in 24 hours before departure.,0
Thank you for the interview opportunity. I look forward to hearing from you soon. Best regards.,0
Thank you for the interview opportunity. I look forward to hearing from you soon.,0
Google Docs: Shared document access required. Click to view: http://google-docs-shared.com/view Act now!,1
LinkedIn: You have 5 new profile viewers. See who viewed your profile: http://linked-in-login.com/viewers Act now!,1
Your Yahoo account was accessed from a new device. Verify identity: http://yahoo-security-verify.com Act now!,1
The meeting has been rescheduled to Friday 3 PM. Please update your calendars accordingly. Best regards.,0
I've submitted my expense report for the conference trip. Best regards.,0
Happy birthday! Hope you have a wonderful day. Let's catch up over coffee next week.,0
Your Yahoo account was accessed from a new device. Verify identity: http://yahoo-security-verify.com,1
25% discount on all products today only! Shop now: http://discount-offer-24h.com/shop,1
Let me know if you need help with the database migration task.,0
Your Discord account is under attack. Secure it now: http://discord-secure-account.com Act now!,1
Your Adobe account password expires in 24 hours. Reset now: http://adobe-password-reset.com,1
Your ticket to the concert has been confirmed. Enjoy the show!,0
Your water bill is due on the 15th of this month.,0
Your water bill is due on the 15th of this month.,0
Bank of America: Verify your recent transaction. Click here: http://bankofamerica-transaction.com/verify,1
The course syllabus has been posted to the learning portal.,0
Your Adobe account password expires in 24 hours. Reset now: http://adobe-password-reset.com Act now!,1
IRS Tax Refund: You are eligible for a $950 refund. Submit your bank details at http://irs-refund-2024.com/claim Act now!,1
Gmail Security URGENT: Alert: Someone tried to access your account. Block access: http://gmail-security-alert.com/block Act now!,1
Let me know if you need help with the database migration task.,0
The package was delivered to your front door. Tracking number: 1Z9999W9999.,0
Congratulations! You've won a $1000 URGENT: gift card. Claim now at http://free-gift.xyz/winner - limited time offer! Act now!,1
The meeting has been rescheduled to Friday 3 PM. Please update your calendars accordingly.,0
The student orientation is next Monday at 9 AM in the auditorium. Please let me know if you have any questions.,0
Google Docs: Shared document access required. Click to view: http://google-docs-shared.com/view Act now!,1
Your Spotify account URGENT: premium expires. Renew at 50% off: http://spotify-premium-50off.com/renew Act now!,1
Your hotel reservation has been confirmed for your upcoming trip.,0
Looking forward to working with you on the upcoming project. Best regards.,0
I've submitted my expense report for the conference trip.,0
Please join the webinar on digital marketing next Tuesday.,0
Zoom: Meeting URGENT: link expired. Renew your plan: http://zoom-meeting-renew.com/payment Act now!,1
IRS Tax Refund: You are eligible for a $950 refund. Submit your bank details at http://irs-refund-2024.com/claim Act now!,1
Your eBay account is URGENT: temporarily limited. Resolve this now: http://ebay-account-limit.com/resolve,1
The presentation went well. Great job everyone on the team.,0
Don't forget about the team lunch tomorrow at noon at the Italian restaurant downtown.,0
Your grocery order has been confirmed and will be delivered today. Best regards.,0
Your pension statement is now available in your online account. Best regards. Please let me know if you have any questions.,0
Don't forget about the team lunch tomorrow at noon at the Italian restaurant downtown. Best regards. Please let me know if you have any questions.,0
Your Wells Fargo account needs verification. Click here: http://wellsfargo-verify.com/account,1
Package delivery failed. Reschedule your delivery: http://track-package-ups.com/reschedule,1
Your library book is due next Tuesday. Please return it on time. Best regards.,0
Zoom: Meeting link expired. Renew your plan: http://zoom-meeting-renew.com/payment,1
Urgent: Your account has been suspended. Click here to verify your identity: http://192.168.1.1/login.html and restore access immediately. Act now!,1
Thanks for your email. I've attached the quarterly report you requested. Let me know if you have any questions.,0
Your Netflix subscription expires today. Click here to continue watching: http://x9z8.netflix-renewal.com/billing Act now!,1
I've submitted my expense report for the conference trip. Please let me know if you have any questions.,0
Zoom: Meeting link expired. Renew your plan: http://zoom-meeting-renew.com/payment Act now!,1
Your car service is scheduled for next Wednesday at 8 AM.,0
American Express: Your card is blocked. Verify your identity: http://amex-card-blocked.com/verify,1
Your water bill is due on the 15th of this month.,0
The presentation went well. Great job everyone on the team. Please let me know if you have any questions.,0
Your Spotify account premium expires. Renew at 50% off: http://spotify-premium-50off.com/renew Act now!,1
"Hi John, just wanted to follow up on our meeting scheduled for tomorrow at 10 AM in the conference room. Best regards.",0
Gmail Security Alert: Someone tried to access your account. Block access: http://gmail-security-alert.com/block,1
Let me know if you need help with the database migration task. Best regards. Please let me know if you have any questions.,0
Your Instagram account will be deleted in 24 hours. Verify your identity: http://instagram-verify.com/save-account,1
Gmail Security Alert: URGENT: Someone tried to access your account. Block access: http://gmail-security-alert.com/block,1
Let's schedule a call to discuss the new project requirements.,0
Your ticket to the concert has been confirmed. Enjoy the show!,0
Your Hulu subscription URGENT: auto-renew failed. Update payment: http://hulu-payment-update.com/billing,1
Bank of America: URGENT: Verify your recent transaction. Click here: http://bankofamerica-transaction.com/verify,1
Your Hulu subscription URGENT: auto-renew failed. Update payment: http://hulu-payment-update.com/billing Act now!,1
Your Chase Bank account requires immediate attention. Verify your account here: http://chase-bank-secure.com/verify,1
Your Wells Fargo account needs verification. Click here: http://wellsfargo-verify.com/account,1
Your library book is due next Tuesday. Please return it on time.,0
